,Parameter,+10%,-10%
gA,gA,8.404754318518165,-0.281973164071186
gC,gC,7.788463777262374,-0.7017972794764502
gH,gH,7.097072604917988,-1.671990035039811
P0_A,P0_A,5.7659181636716035,-1.7844397190473396
nA,nA,3.6539467579009917,-0.7618643033768621
tau_A,tau_A,2.288134166931692,-0.057753309899817425
tau_C,tau_C,2.033144148397754,-0.3256688335756787
nC,nC,1.2844068034951819,-1.008051081426901
a,a,0.4498694502953931,-0.5320521562532725
gammaPU,gammaPU,0.14219112173395493,-0.8310930860487993
gZ,gZ,0.005594959706157268,-9.524470496238511e-05
kP,kP,0.0050652936574168165,-4.921874018845343e-05
u0200,u0200,0.004784564639788144,0.00015195555419774147
lSZ,lSZ,0.004689316641443206,-0.00022374413938858044
gammau200,gammau200,0.0035299260131590876,-0.0006755453426205023
lZZ,lZZ,0.0007145198753113099,-0.0003917072899611682
nZu200,nZu200,0.00011895215109026069,-8.090268904535793e-05
Z0u200,Z0u200,-1.4987761513672168e-05,0.00040316391765200565
lZu200,lZu200,-4.393311230605141e-05,0.0001126257971891014
nu200,nu200,-8.090268904535793e-05,-8.090268904535793e-05
Z0Z,Z0Z,-9.398209318901076e-05,0.0005161496529219366
lSu200,lSu200,-0.00012732094296652983,0.00015953329228090643
nSu200,nSu200,-0.000429642296586998,-3.644929605316423e-05
nSZ,nSZ,-0.0004904984472484746,-1.0445287118142659e-05
nZZ,nZZ,-0.0008400536827887146,0.00011298447630303496
km,km,-0.0013740002889978127,0.0003189740444393456
S0u200,S0u200,-0.0023047185101284576,-2.4568249273358407e-05
gu200,gu200,-0.0028115295136261695,0.000356412014615755
S0Z,S0Z,-0.0032004318441160255,0.00040471273301117427
gammaZ,gammaZ,-0.004055923507652511,-0.0002483639749795971
A0,A0,-0.355440296305506,-1.969181984608619
gammaPH,gammaPH,-0.7391711243259341,-0.7391711243259341
gammaPM,gammaPM,-1.06444502343557,-0.7391711243259341
A0Z,A0Z,-1.648914564727939,-1.6498508303164598
nAtoZ,nAtoZ,-1.6493297896379482,-1.6500900878474973
lAtoZ,lAtoZ,-1.6500183681352425,-1.6501031821105412
lZtoA,lZtoA,-1.6502374066468963,-1.6500705942705998
Z0A,Z0A,-1.6525726106155638,-1.6497008491366836
nZtoA,nZtoA,-1.6544762558407626,-1.6499783671043027
lAtoC,lAtoC,-2.062589810696642,-1.6505684744644564
H,H,-4.896055683636344,0.5488989691858841
gP,gP,-4.896795853959722,0.23782074078749701
lMtoA,lMtoA,-4.9340638734281415,-1.686948142568228
gammaA,gammaA,-4.987333545879494,-0.4393453051322837
b,b,-8.123818477119741,0.20865532572292167
gammaC,gammaC,-11.80155276633473,-0.7686676610422738
